title,text,rating
"Bánh mì toàn mỡ, không đáng đồng tiền bát gạo","Mình thấy cửa hàng này có hệ thống và cũng có vài review đi trước nên thấy KM now mạnh dạn đặt thử ăn sáng. Mình đặt bánh mì thịt nướng + 1 sữa ngô. Sữa ngô thì bình thường, nhưng bánh mì mới thảm, bánh giòn nhưng ở trong toàn dưa (dưa chua cải muối) , rau và được khoảng 3-4 miếng thịt QUAY toàn mỡ. Eo thật sự trong đời lần đầu tiên mình ăn 1 cái bánh mì thịt dở đến vậy. Mình phải bỏ nguyên cái đi. Lần đầu tiên thấy bỏ dưa chua vào bánh mì, và thịt quay được định nghĩa thành thịt nướng. Cái bánh như này 10k mình cũng không ăn chứ chưa nói đến 28k như Menu.
Dù các bạn liên kết với Now để km thì cũng đừng giảm cost đến mức vậy chứ. Giờ có cho tiền mình cũng không ăn bánh mì của hệ thống này nữa",1
5 star quality,"Đồ ăn rất ngon!  Các nhân viên phục vụ rất tốt và chu đáo. Mình đã quay lại đây 2 lần, không có gì để chê 🥰🥰🥰. Cám ơn ba chị Trang, Phương, Tiên đã đề nghị những món ngon cho nhà mình.",3
Không phải chất liệu như mô tả,Không phải là chất thô như mô tả.,2
Không như kỳ vọng,Không được như mình mong đợi.,1
Một di tích đặc biệt của VN,"Văn Miếu mang nét đặc trưng của Việt Nam, không gian rộng lớn với nhiều kiến trúc cổ, và độc đáo, vé vào cửa cũng khá rẻ có ưu đãi cho sinh viên",3
Đáng tham quan,"Phố cổ tuy nhỏ nhưng đẹp và lãng mạn. Vé  tham quan 120k , có thể vào 5 điểm chính trong phố cổ  nên thăm chùa cầu, nhà cổ tấn ký và hội quán để hiểu về lịch sử hội an.
Nên ngắm phố lúc sáng sớm thì đẹp và yên tĩnh hơn",3
La VeLa,"Không gian sang trọng, nhưng đồ ăn không được nóng và có nhiều món bị nguội và bị tanh (vì phục vụ chính là hải sản), 
 đèn nhà hàng thì hơi tối, tạo cảm giác không thoải mái, quầy chia đồ ăn chưa hợp lí, thang máy đi nhà hàng chung với thang máy khách sạn nên không hợp lí. 
 Mong nhà hàng cải thiện thêm.",2
Shop cần kiểm tra kỹ trước khi giao hàng cho khách.,Gửi sai màu,2
Chấp nhận được với giá sale,Ok trong tầm giá,2
Môi trường phố cổ,"Đã c�� cố gắng cải thiện môi trường! Tuy nhiên tôi nghĩ rằng như vậy cũng chưa đủ! Cần cố gắng hơn nữa!
",3
Bữa trưa ngon và nhân viên thân thiện,"Mình cùng chồng con đến đây ăn vào trưa thứ 7. Quán có phong cách khá sang trọng. Đồ ăn Combo ngon và theo mình là khá rẻ so với mặt bằng chung. Nước ép hq tươi,bánh ngọt và đồ ăn chính chỉ hơn 100k. Đặc biệt nhân viên rất chuyên nghiệp và thân thiện dù quán khá đông dịp cuối tuần nhưng vẫn luôn nhẹ nhàng lịch sự. Cám ơn 2 bạn nhân viên Hoa và Khánh. Sẽ còn quay lại.",3
toàn đồ tinh bột ăn rất ngán,"Ăn rất ngán, toàn đồ chiên, được cái là sốt kem cho thêm vào khá ngon, còn lại thấy cái gì vị cũng bình thường và nhiều tinh bột, bình thường mình rất thích cơm trộn với kimbap, cơ mà ăn đây xong thấy ngấy đồ hàn chắc phải 1 tháng nữa 😬mình đến sớm nên vào luôn mà ngồi tầm 15p bên ngời đã xếp thành 2 hàng dài rồi, chỉ muốn ra ngoài nói là chạy ngay đi học 😬😬😬 chắc không quay lại đâu ạ ...",1
"Mon an, dich vu","Mon an gi cung ngon, phuc vu tot Vinh ,qua mat phong qua da da vit bac kinh, tom long do trung muoi la mon ngon nhat",3
đáng ra với tiếng tăm như vậy thì nên làm tốt hơn,.,1
Lần đâu ăn tại quán,Lần đầu ăn tại quán và rất ưng ý. Không gian quán rất lịch sự. Nhân viên cũng chuyên nghiệp. Đồ ăn thì rất ngon. Sẽ quay lại ủng hộ quán,3
đặt phòng view biển nhưng phòng view công trình đang xây dựng,"Tôi đã đặt 1 phòng view biển nhưng lại được ở 1 phòng view ra công trình đang xây dựng, máy xúc, máy cẩu,… trước mặt mà không hề được thông báo trước. Giá phòng view biển nhưng chất lượng không bằng view vườn,làm kì nghỉ dưỡng của gia đình tôi bị ảnh hưởng",1
Tạm ổn.,"Đồ uống tạm được. Bánh hơi ngọt và dâu tây không được tươi - mình dùng ở sảnh phòng chờ. 
Nhân viên trên tầng 21 hồ bơi không thân thiện , lúc mình lên được chào đón bởi anh nhân viên người nước ngoài, nhưng vì chắc do bận nên không tiếp nên mình xuống sảnh dùng nước. 
Nhân viên chu đáo nhiệt tình. 
",2
Quên thìa cho 7 cốc chất lượng phục vụ cần cải thiện,Mình mua 7 cốc nhưng quán quên cho thìa.công ty lại không có thìa nên ăn tạm đỡ,1
Tuyệt vời,"Đồ ăn rất ngon, cánh gà rang muối rất rất ngon ạ, tiệm sạch sẽ, gọn gàng và phục vụ rất ổn ạ. nhân viên rất thân thiện. chắc chắn mình sẽ quay lại.",3
Du lịch,"Khung cảnh thiên nhiên của mấy năm trước đã được thay đổi bằng lâu đài cổ tích hoành tráng có bóng dáng của nước Pháp, làm đánh mất đi vẻ hoang sơ diễm lệ vốn có. 
Thời tiết ở Bà Nà lúc nào cũng đẹp và mát mẻ. 
Thức ăn bây giờ đã bán nhiều, nhưng đắt và thái độ phục vụ kém.",2
Trải nghiệm tại nhà hàng,"Trải nghiệm không gian đồ ăn tốt , nhân viên nhiệt tình , sẽ quay lại vào dịp tới.lần tới tổ chức sinh nhật sẽ rủ bạn bè và người thân đến nhà hàng tổ chức.",3
NGON,"đồ ăn ngon chất lượng dịch vụ rất tốt mình đã ăn ở đây 5 năm rồi👍🏻👍🏻cô chú chủ nice nhiệt tình, chắc chắn sẽ ủng hộ dài luôn nha",3
Kinh tởm về dịch vụ,"Khách sạn tồi,trang thiết bị hỏng nhiều,nhất là trong phòng tắm. Nhân viên lễ tân thiếu chuyên nghiệp,dịch vụ lễ tân quá tồi để xứng đáng với cái vị thế. Quan trọng hơn hết là khi bị đánh giá thấp trên google thì bị ẩn bài đi thay vì việc xử lí phàn nàn hoặc kiểm tra lại nội dung khách đánh giá đã đúng chưa. Trò mèo thực sự,tội cho ngành dịch vụ",1
Đánh giá quan cafe SoLo,"Quán có view đẹp, nước uống ngon, giá hợp lý, phục vụ nhiệt tình, sẽ giới thiệu bạn bè để ủng hộ quán tiếp",3
Đồ uống thì dở chỉ được cái decor bắt mắt,"Decor ở đây thì đẹp hơn những cơ sở khác, cơ mà đồ uống dở kinh khủng. Từ trà sữa đến trà kem ý... mình hay uống ở The Garden ngon bao nhiêu thì ở đây dở bấy nhiêu. Trà sữa uống lợ lợ, phần kem ở trên trà uống cũng ghê, không ngon như mình uống ở cơ sở The Garden",1
highly recommend,highly recommend đồ ngon chất lượng bọn mình ăn phải gọi thêm phục vụ tốt các anh chị hỗ trợ nhiệt tình đồ ăn lên nhanh và quán chill đẹp,3
Lần đầu cũng là lần cuối,"Lần đầu tiên đặt ở đây online mà thất vọng kinh khủng. Túi bóng đựng đồ rất bẩn và hôi. Bánh đa nem để cuốn thì có mạng nhện, bụi bẩn, chuột gặm vẫn đưa cho khách được. Lần đầu tiên và cũng là lần cuối cùng mình mua ở đây. Khuyên mọi người nên cân nhắc trước khi đặt ở đây để không phải chuốc bực vào người như mình.",1
Ăn trưa,"2 tháng rồi mới ghé lại đây, quán rất sạch sẽ, nhân viên siêu nhiệt tình, đồ ăn ngon, mình rất hài lòng.",3
Size M hơi rộng,Mình có m5 nên mặc size M hơi rộng xíu.,2
quá nhiều đá,Em không biết là kem chese của mình ở đâu nữa. Và e  cũng đang không hiểu nếu 100% đá của bên mình là bao nhiêu. Em cứ tưởng là quán không thấy em order kem chesee. Nhưng thật ra là có thấy và không hề cho kem chese. Lần đầu đặt mà thất vọng tràn trề.  50% đá mà cứ ngỡ 150% đá so với quán khác 😂😂😂,1
Bữa tối ấm áp cùng tinh yêu,"Mình ăn tối cùng tình yêu ở đây. Quán có không gian rất sang trọng, nhân viên nhiệt tình, đồ ăn siêu ngon. Nhất là món bò nướng. Các bạn nên thử.",3
Lung linh huyền ảo,"Mặc dù ban đêm nhưng trời vẫn nóng và oi, dạo buổi tối thật đẹp. Sông Hoài có bốc mùi hy vọng Hội An sẽ giải quyết được vấn đề này trong tương lai. Sẽ quay lại sớm trong năm.",3
Quá đẹp,Điểm thăm quan đầu tiên trong chuyến du lịch của chúng tôi tại Hà nội. Một điểm đến không thể bỏ qua,3
Hơi chật vai và tay,"Size s mặc hơi bị chật vai, tay.",2
Túi không ok nhưng phục vụ tốt,"Túi tuy chất lượng không ok lắm, nhưng shop phục vụ rất ok.",2
"View đẹp, đồ uống ngon","View đẹp, đồ uống ngon, thic hợp đi với bạn bè dịp cuối tuần để giải stress, cảnh đẹp. Sẽ đến đây vài lần nữa với bạn bè",3
Đi tìm sự thư giãn,"Nơi tập trung mọi người ở khắp nơi đến để tham quan Saigon , nơi tổ chức những lễ hội lớn, một quảng trường trang nghiêm giữa lòng thành phố.",3
Form quần nhỏ hơn lần trước,Fom lần này nhỏ hơn quần dài trước mình lấy.Mặc hơi bó.Bụng hơi kích.,2
Cafe Solo,"Chủ quán thân thiện, nhân viên vui vẻ nhanh nhẹn... món ăn ngon giá cả phải chăng...
Lần sau sẽ quay lại quán...",3
Good meal,"Hôm nay gia dinh an dimsum ở libai sheraton , nhan  viên Linh  than thiên , vui ve , không gian am cung , thực an ngon . Đặc biet an tưởng với mon tôm chiến bách hoa . Sẽ quay lại lần nữa . 😍😘",3
Quán Solo,"Quán tuy nhỏ nhưng bố trí hài hoà, rất thích hợp cho couple, không gian ấm cúng, có rất nhiều món để lựa chọn, ngon và rẻ lắm, có món cho người ăn chay, cho baby nữa, ông chủ rất vui tính và nhiệt tình, sẽ tiếp tục ủng hộ nữa :)",3
Tạm chấp nhận,Chất lượng sản phẩm tạm được.,2
Chất lượng đường may của quần rất kém,Quần may quá chán.,1
"Bánh nóng ngoài lạnh trong, nhân viên phục vụ thiếu chuyên nghiệp","Mình ăn ở quán Nguyễn Trường Tộ đã lâu, giờ đi ăn lại để xem thế nào. 

Bánh bên ngoài nóng, nhân trong bị lạnh. Mình nói nhân viên thì được nguyên đĩa bánh ăn dở bỏ vào chảo chiên lại. Nhân viên khi đi mang đĩa ra thì không hề có một lời xin lỗi nào cả. 

Thiết nghĩ việc để đồ trong tủ lạnh để giữ đồ tươi là cần thiết, nhưng chất lượng làm qua loa và thái độ phục vụ không cần khách thế này thì sẽ không còn lần sau nữa.",1
Quán ăn đơn giản cho người du lịch Mường Thanh,"Thực đơn khá đơn giản (có cả đồ Á, Âu), dễ ăn, và giá cả cũng khá vừa phải. Phù hợp cho cả anh đoàn nhiều người và ít người. Không gian cũng đủ thoải mái, và gần biển cho bữa sáng/trưa",3
Trải nghiệm tuyệt vời tại nhà hàng Cookbook Cafe,Vào thứ 7 tuần trước gia đình tôi có đi du lịch Nha Trang và ở tại khách sạn InterContinental Nha Trang Hotel. Chúng tôi ở lại đây trong 3 ngày 2 đêm phòng ở đây rất đẹp và đẩy đủ tiện nghi và điều làm tôi thích nhất là có thể nhìn ra biển rất tuyệt vời. Vào buổi sáng gia đình tôi được ăn buffet sáng tại nhà hàng Cookbook Cafe dù khi tới lượng khách rất là đông nhưng nhân viên ở đây phục vụ rất tận tình chu đáo niềm nở với gia đình chúng tôi. Vào buổi tối gia đình chúng tôi xuống ăn tiệc buffet hải sản tại nhà hàng cookbook phải nói rằng đây là một sự lựa chọn hợp lý vì buffet ở đây rất là ngon và được ăn tôm hùm. Không những vậy nhân viên ở đây rất thân thiện cởi mở luôn tận tình quan tâm tới khách hàng của mình. Gia đình chúng tối đã có một buổi tối rất tuyệt vời tại nhà hàng Cookbook Cafe năm sau nếu có dịp quay lại Nha Trang chúng tối sẽ không bỏ qua khách sạn InterContinental Nha Trang và nhất là nhà hàng Cookbook Cafe.Hy vọng sẽ được gặp lại các bạn nhân viên ở nhà hàng Cookbook Cafe,3
"Shop không uy tín, giao hàng sai","Shop làm ăn không uy tín , giao lộn hàng , tiền thì nhận đủ nhưng hàng thì giao thiếu , liên lạc với shop không 1 lời xin lỗi , không chịu giải quyết , làm ăn như vậy chẳng khác nào là cướp của khách hàng , không ngờ s.bee lại có những cửa hàng như vậy .",1
Highly recommend,"Mình đi ăn với bạn bè ở đây, thật sự rất ngon và đồ ăn tươi nha. Mình rất bất ngờ vì đồ ăn healthy mà ngon tới v ý",3
Bánh ngon và đẹp mắt,Được một người bạn giới thiệu bánh ở đây rất ngon và mình đã ghé qua mua để sinh nhật con trai. Bước vào không gian đẹp với quầy bánh nhiều loại khác nhau rất bắt mắt. Cảm ơn bạn Hiên đã tư vấn chọn cho mình một chiếc bánh rất ưng ý...,3
điều hoà mát lạnh,"Mình đã từng ăn rất nhiều quán nướng nhưng hôm nay đến era và thấy rất bất ngờ, quán quá thiết kế rất sang trọng, sạch sẽ và đồ ăn rất ngon. giá cả cũng khá hợp lí luôn ý. điều hoà mát lạnh nữa mới đỉnh",3
Size 36 nhỏ hơn bình thường,"Cái bọc đựng đồ không lành lặn, người giao hàng nói chuyện khó nghe không thiện cảm.",1
한국인이라면 한번쯤 가봐야할 곳,"한국인이라면 과거의 월남전 참전용사들의 만행에대해 부끄러워하고 사죄해야 합니다. 많은 죄없는 베트남 사람들이 죽어나갔고 아이, 노인, 여자 상관없이 가혹행위를 당했습니다.  부끄럽고 사죄하고 싶습니다. 아픈 역사는 다시는 반복되지 않아야 할 것 입니다. 

Nếu là người hàn quốc thì phải thấy mắc cỡ về hành vi dã man của những chiến binh tham chiến trong quá khứ. Những người việt nam không có tội đã bị giết chết, người già, người già, người phụ nữ không liên quan đến phụ nữ.  Tôi muốn cảm thấy có lỗi và xin lỗi. Lịch sử đau ốm sẽ không lặp lại lần nữa.",3
ăn nướng,"Món ăn ngon, sạch sẽ, phục vụ tận tình. bò nầm nướng chất lượng.m thịt tươi, tẩm ướp đậm vị. cánh gà chiên mắm siêu ngon.",3
trải nghiệm chỉ có nhờ mã giảm giá,"Hiu vừa order đồ của quán để ăn trưa. 😞 Gà xào phô mai thất vọng tràn trề luôn ấy. Lèo tèo được 3 miếng, phô mai một nơi, gà một nẻo. 2 món còn lại là kimbap và gà ăn tạm tạm, ai không ăn được đồ nhiều dầu mỡ và thịt lườn gà bã bở thì đừng chọn gà xiên nhé 😅 May đang có code giảm giá nên coi như một lần trải nghiệm. 😌",1
Địa điểm vui chơi cuối tuần.,là nơi phù hợp với mọi lứa tuổi để mọi người có thể thư giãn vào cuối tuần. Với nhiều trog chơi và đặc biệt là công viên nước.,3
Buổi tối tuyệt vời,"Tôi đã đến Moo nhiều lần , bò ở đây thì khỏi phải bàn luôn rât ngon , về những món khai vị thi hay thay đổi để khách không nhàm chán ,  hôm nay ăn thử món bạch tuột rất ngon . Sẽ luôn ủng hộ Moo",3
thật tuyệt,"đến với phố đi bộ ta sẽ hòa nhập với một không khí vô cùng nhộn nhịp 
sự giao lưu giữa giới trẻ với nhau 
với hàng loạt các món ăn vặt",3
"Nhân viên mất lịch sự, khinh thường khách","khách sạn nhiệt tình nhưng dọn phòng chưa sạch,còn tóc ở sàn. Cách âm không tốt,trẻ con giỡn ầm ĩ, người lớn nói chuyện lớn không ai nhắc nhở. Ăn sáng không đa dạng,không ngon.",1
"Không tem mác, chất tạm",Không có cả tem mác Chất lượng sản phẩm tạm được.,2
Uống nước buổi tối.,"Thích nhất là vào buổi tối dạo qua đây và ngồi uống nước ở các quán quanh nhà thờ. Nhiều bạn trẻ tụ tập, nhiều khách tây ghé thăm. Nhà thờ được sơn lại bên ngoài nhưng không thích màu sơn lắm.",3
Ngọt ngào,"Nơi này phải nói là một nơi an tĩnh, yên bình, và ngay cả quán phục vụ luôn cả âm nhạc vv,. Ban đêm đốt lửa sưởi ấm.., điểm đến ngọt ngào chúng mình đến nơi đây thật tuyệt, biết ơn, và cảm ơn quán nhiều lắm ạ !",3
Leo núi mệt lừ,"Có trẻ em đúng khổ, đi từng bậc thang mệt lả, hên sao thấy thang máy mừng hết biết. Cảnh nhân tạo nên tham quan cho biết. Chứ theo mình thua các cảnh thiên nhiên khác. Trên đây có chùa.",3
"Quán đẹp, nhân viên dễ thương.",Quán view rất đẹp và sang trọng. Nhân viên rất dễ thương đặc biệt là bạn Trí. Đồ ăn thì ngon miễn bàn.,3
Rất ngon,"Đồ ăn ngon, buffet dimsum rất nhiều món để chúng tôi lựa chọn, chất lượng rất tốt , phục vụ chu đáo ân cần. Quay lại nhiều lần vẫn rất hài lòng.",3
"Còn nhiều vấn đề ,phục vụ chưa thục sự tốt","Hàng hóa khá đa dạng nhưng đồ ăn chưa thực sự ngon ,phục vụ còn khá chậm ,địa điểm thì khá thoải mái ,không quá chật chội ,nói chung là đi nhiều người thì ok",2
Tranh thủ ghé qua nhưng đồ ăn ngon bất ngờ và không khí nhộn nhịp,"Ở đây có rất nhiều món ăn ngon, mọi thứ tấp nập, nhộn nhip tạo cho tôi cảm giác như trước khi có Covid.Một địa điểm đáng ghé qua khi du lịch ở HCM",3
đi dạo,"như một ngày cuối tuần bình thường tôi đi chơi với những người bạn ở phố đi bộ , luôn luôn là nới phù hợp để đi chơi vs bạn bè và gia đình",3
Sai size nhưng đẹp,Nhưng gửi sai size sản phẩm đẹp đóng gói ok.,1
Cuối tuần cùng đám bạn,"Cảnh đẹp, món ăn ngon, nhân viên nhiệt tình & thân thiện. Nhiều loại 🍻 để lựa chọn. Đặc biệt là bia chanh phù hợp với phụ nữ",3
Đông đúc ồn ào,"Hội An ngày càng mất đi vẻ đẹp nguyên sơ ban đầu, nhất là vào những hội hè, lễ tết; khách thập phương bu về ồn ào, chật chội, xô bồ...",1
Quai lỏng lẻo,Cái quai ngang có vẻ lỏng lẻo .,2
"Tôi cảm thấy rất hài lòng với không gian của quán , và sự nhiệt tình và niềm nở của nhân viên. Tôi sẽ còn quay lại😚","Địa điểm rấc phù hợp cho gia đình , và cặp đôi khi tới đây tôi cảm thấy rấc hài lòng. Tôi sẽ giới thiệu thêm bạn bè tới địa điểm này",3
"Form rộng, không giống hình","Không giống hình, form rộng mà hơi cộc.",1
Chất lượng bao vải kém,Bao vải 30k mà mỏng lét mỏng le.,2
Điểm du lịch !,"Bạn nên ghé thăm một lần để biết Văn Miếu của Việt Nam là như thế nào, bạn cũng phải để ý đến lịch sử và những gì đã từng xảy ra ở Văn Miếu.",3
Vải thô,Vải hơi thô...,1
"Áo to quá so với người tôi, không vừa ý.",Size áo rộng quá.,1
Dạo chơi cuối tuần cho trẻ đi được,"Dạo chơi nhẹ nhàng
Cuối tuần sẽ không có xe quanh hồ.
Có thể đưa trẻ nhỏ theo
Quanh hồ có nhiều cửa hàng: ăn uống, mua sắm.
Trải nghiệm thú vị",3
Phố cổ,"Quá cổ kính và đầy hoài niệm, không thể bỏ qua nơi này. Dù bên ngoài đã phủ 1 lớp hiện đại nhưng vẫn còn cái hồn cổ kính. Hãy đến đây để tận hưởnh",3
Đồ ăn ngon,"Quán đẹp, phục vụ tốt, đồ ăn ngon và sạch sẽ..👍👍👍 Trải nghiệm tốt cho gia đình bạn khi ghé quán này... cảm ơn Tuk Tuk",3
vườn bia tươi bên biển,"bia tươi được nấu tại nhà hàng cực kỳ thơm ngon, đồ ăn phong phú và ngon, không gian tuyệt vời, phục vụ hơi chậm và bạn nv xếp bàn có vẻ không thân thiện,",3
Tuyệt vời!!!,"Nhà hàng có view nhìn ra hồ rất đẹp, nhân viên rất hoà đồng và dễ thương đặc biệt là bạn Vân, bạn đã cuốn cá và nhặt rau giúp mình. Sẽ quay lại vào lần tới, thanks",3
Trải nghiệm đáng nhớ,Trời lạnh nhưng đồ uống và sự đáng yêu của các bạn nhân viên ở đây đã sưởi ấm tôiii. Nên đặt bàn trước vì với cái view ở đây thì những ngày cuối tuần chắc chắn không có bàn trống. Cảm ơn bạn Trang đã chụp ảnh cho mình rất nhiệt tình.,3
Mùng 2 tết,"Đồ uống rất ngon, hợp khẩu vị. Không gian thoáng, đẹp, rất thích hợp để tụ tập bạn bè. Bạn nhân viên Dương Sơn nhiệt tình, thân thiện, take care chu đáo. Mình sẽ quay lại nhiều lần.",3
NGON HÀ NỘI,"Set nầm bò má heo siu ngon vừa miệng nhé, quán sạch đẹp yên tâm an toàn vệ sinh thực phẩm, set 4 người no căng bụng, không phải gọi thêm!",3
Nhà hàng món Việt must try,"Bếp nấu đồ Việt chuẩn vị, đồ ăn ngon, phục vụ chu đáo. Rất phù hợp ăn cùng gia đình, nhóm bạn bè đồng nghiệp ❤️❤️❤️ 
Ngoài các món theo thực đơn từng mùa của nhà hàng có thể đặt trước các món hải sản, các món vùng núi theo ý thích để nhà hàng chuẩn bị nguyên liệu và lên thực đơn thiết kế theo từng nhóm khách.",3
Đẹp,"Không gia đẹp, ấm cũng, điem trừ lớn nhất ở đây là giá mắc và thang may đi lên rất chật chội và hôi. Đồ ăn mang đậm truyền thống.",2
Không giống hình xíu nào,Không như quảng cáo.,1
Tản bộ,"Hồ gươm đem lại cảm giác nhẹ nhàng giữa lòng hà nội. Buổi tối tôi đi dạo một vòng quanh hồ ngắm dòng ngưoi đi tập thể dục, nghe nhạc đường phố. 
Những dịp lễ tết hồ gươm được trang trí lộng lẫy,dòng người hồ hởi đi lại.",3
Chất lượng tạm được,Chất lượng sản phẩm tạm được.,2
" Ít thịt, chỉ có xương","Cả suất cơm có 4 miếng xương cục ( không thể gọi là sườn được) và gần như có tí xíu thịt thôi. 
May mình gọi thêm miếng chả trứng không chắc khỏi ăn suất cơm.
45k/ suất này không xứng đáng luôn.",1
Không có vấn đề gì lớn,Áo y hình giao hàng nhanh.,2
"Bún thiu, đậu đen, nem nhũn","Vừa đặt online xong, không thể tưởng nổi, vừa mở nắp hộp ra là mùi bún như thiu ộc lên mũi, đậu thì đen sì, nem thì mềm nhũn hết ra. Vừa mới ốm dậy mất sức đang đói mà gặp cảnh này xém nữa là quăng m vào tường!",1
cafe,toi yeu thich khong gian va su thoai mai o day. se that hoi tiec khi khong den no nay. cam in chu qua va nhan vien nhiet tinh.,3
Tốt,"Đồ ăn ngon & nhân viên nhiệt tình vui vẻ. Sạch sẽ , thoãi mái , yên tĩnh . Có dịp sẽ quay lại nhà hàng",3
Đi dạo buổi tối trên hồ Gươm là 1 trải nghiệm tuyêt vời :Khi mây trời chìm sâu vào đáy nước Mặt Hồ Gươm rực rỡ đến lạ th,"khá ổn về không khí và ẩm thực, vì là phố đi bộ nên chọn giầy thể thao phù hợp, ngoài ra các bạn nên chuẩn bị tham khảo các điểm trông giữ xe",3
"Cánh gà khô, thịt quay không ngon",Lần đầu mình đặt ship về 2 xuất cơm (27/xuất).1xuat cánh gà trứng ốp và 1 xuất thịt quay trứng ốp. Cơm thì ổn còn cánh gà vừa khô khốc vừa bé tí.còn thịt quay trứng ốp thì không hiểu từ baog thịt quay với thịt rán nó lại là 1 nhỉ???vài miếng thịt rán khô như ngói với 1 miếng trứng tráng bé tí...haizzz...tóm lại là không đặt tiếp lần sau kể cả có giảm giá.ok,1
AN Bàng,Biển An Bàng rất đẹp và nên đến khi bạn đến với Hội An có nhiều quán ăn ngon và giá cả phải chăng và cách phục vụ tốt,3
"Chè khoai dẻo 35k, chua và nhạt nhẽo","Gọi là 35k/bát chè khoai dẻo nhưng khoai không ngon, kiểu dẻo bánh nếp thôi chứ không phải dẻo ngon như quán khác mình ăn. Đã thế còn bị chua nữa :) chắc để cả ngày ngoài trời nóng thế này",1
Dịch vụ tệ,Shop làm ăn quá tệ ..,1
Một nơi rất đáng để tới,"Phố đẹp, đồ ăn ngon, nói chung rất tuyệt. 
Tuy nhiên, khu cống xả chỗ Chùa Cầu thì nên có biện pháp để tu tạo, tránh đọng chất thải, rất mùi và mất vệ sinh.",3
"Ốc lỏng, cần thêm dụng cụ hỗ trợ",Ốc hơi lỏng cho thêm cái vặn vít không đang bao nhiêu nhưng quý hơn cái dây kia bạn ạ...,2
"Quán cơm ăn ngon miệng, nhân viên phục vụ nhiệt tình","Quán ăn có các món ăn nấu rất ngon. Nhân viên nhiệt tình, phục vụ tốt. Đồ ăn được nấu theo đồ di chợ theo từng ngày nên rất tươi ngon. Sẽ quay lại mỗi khi tới Nha Trang",3
Rất ngon!!!!,"Đồ ăn rất ngon và tốt cho sức khỏe.
Món ăn healthy theo style Nhật Bản.
Phần ăn rất nhiều, tôi phải đem về nhà để ăn tiếp.
Lần sau sẽ rủ bạn cùng đến đây.",3
Vườn ẩm thực - sô 37 phố Cửa nam,"Mình rất thích món bún thang ở đây, món ăn được chế biến rất công phu nhé từ nước dùng đến sơi trứng nhỏ mỏng lại phải dai không được bở, sợi giò lụa mỏng thải chỉ, thịt gà mềm béo lại còn ruốc tôm, cà cuống và mắm tôm tao nên hương vị chỉ nghĩ thôi cũng thấy them
 ",3
Cũng OK nhưng rộng hơn size.,Cũng OK nhưng mà đặt theo size shop đưa thì rộng quá.,2
Điểm đến để chiêm ngưỡng và khám phá lịch sử thú vị,"Một cái chớp mắt một thời đại trôi qua. Kiến trúc Dinh độc lập rất đặc biệt, cảnh quan xung quanh nhiều cây xanh.",3
Đóng gói kém chất lượng,Đóng gói xấu!,1
Giá sản phẩm hợp lý,Sao đầm này có 85 ngàn vậy bạn,2
"Quần đẹp, nhưng chất lượng hơi kém","Quần đẹp, nhưng chất lượng sản phẩm hơi kém xíu.",2
tốt,"Vị trí, giá và nhân viên phục vụ.",2
"Thái độ nhân viên tệ, khách hàng bị coi thường","Thái độ nhân viên cực tồi. Vào không chào hỏi không sắp chỗ cho khách. Chỉ lên tầng 2 , 1 bạn order ngồi hững hờ,order đồ xong rồi bật video rõ to, nhân viên như kiểu uể oải , rất khó chịu.",1
Bữa trưa với bạn bè,"Không gian tốt, ấm cúng
Đồ ăn ngon, giá cả hợp lí
Nhân viên phục vụ tốt, nhiệt tình, ok. 
Nhân viên là Phương, Trang và Tuấn",3
"Lớp oreo lắng hết xuống dưới, không thấy kem và mầm cây","Mình có đặt trà sữa mầm cây qua ứng dụng Banh emmin thì lúc nhận được, lớp oreo bị lắng hết xuống dưới, còn lớp kem thì không thấy đâu. Đặc biệt là không có cái 'mầm cây' nào luôn :) Đây là cốc trà sữa mình đặt, mình uống bớt rồi chứ lúc nhận nó không khác gì ngoài việc đầy hơn thôi :)) Một hãng lớn như The Alley thì mình mong các bạn lần sau chú ý hơn nhé",1
Khám phá và tham quan chứng tích lịch sử,"Là nơi tham quan rất ý nghĩa cho mọi người cũng như gia đình, giáo dục truyền thống của quân và dân trong kháng chiến chống Mỹ",3
"Nem chua rán cắt đôi, phô mai que thiếu hụt và trà chanh kém chất lượng","Mình order 28 nem chua rán, 5 phô mai que và 1 trà chanh từ quán qua ứng dụng nhưng kết quả khi nhận lại quá thất vọng. Quán trả 28 cái nem bị cắt đôi ra để rán cho có lời và 2 phô mai que, gọi trà chanh thì pha netstars ờie trà đào 🤬🤬🤬🤬🤬. Khi được hỏi thì quán đáp như thế này là chuyện bình thường và to tiếng với khách và bên vận chuyển. Quán như thế này mà còn bán hàng và liên kết với các app được thì cũng đến chịu. Không bao giờ quay lại và khuyên mọi người đừng bao giờ ăn ở đây để mua bực vào người ",1
Đặt 4 suất bún bề bề nhưng không có con bề bề nào,Mình đặt 4 suất bún bề bề riêu giò bò mà ship đến không có một con bề bề nào. Cả 4 bát đều không có 1 con nào. Gọi điện đến thì nv ú ớ không giải quyết. Ăn bát bút 45k mà buồn...,1
Bitexco thần thánh,"Đẹp , quá đẹp, biểu tượng mới của thành phố, đến Sài Gòn là phải đi đến đây mới biết được Sài Gòn (Y)",3
"Áo y hình, dáng đẹp","Áo y hình vải hơi mỏng nhưng dáng đẹp , đáng tiền mua.",2
